sev,group,id,lens,kind,conf,title,location,evidence,rec
P2,colors-door,rep-06,"Sales rep's world + Theo's owner tools (lead capture, Leads ",dead-end,confirmed,OC Colors has no route from the main app — its single opener sits behind the Vision-host-only landing tile,"index.html cr-lg landing script: data-go=""colors"" handler and cr-vh tile markup; cr-occ-script banner ('Reached from the Vision hub's Colors tile'); cr-sf-script hubBody() tile list (no colors tile)","CardinalColors.open() has exactly one caller: the data-go=""colors"" handler in the landing's wire(), and the only data-go=""colors"" button is rendered inside the cr-vh Vision-hub markup (shown only on showroom.* / ?vision=1). The main-app landing offers Showroom (opens the Showcase directly, not the hub) and Exterior Designer — both hidden below 820px (.cr-lr-show), with the code's own comment saying 'phones reach it from the Vision hub (?vision=1 or showroom.*)'. No drawer row, no Sales Floor tile, no command-palette entry opens Colors. The settled decision is 'Yes they can see colors' — all signed-in staff — yet a phone-first rep at a kitchen table inside app.cardinalroster.com cannot reach the shingle colour wall at all.",Add a Colors tile to the Sales Floor hub (it is exactly the 'portal to things a rep carries to a door' Theo described) or a drawer row under Sell — one button calling the existing CardinalColors.open().
P2,,com-des-03,Community CRM — visual & interaction design at build 965 (hu,design,confirmed,Business-critical distinctions ride 7-9.5px microcaps while retail's rebuilt cards use 13.5px label/value rows - the Aug-10 '7px role label' finding is still live,"index.html <style id=""cr-cc-styles""> (.rl, .ct .k, .sheet .lh .for, .cc-pp .ppk) vs the .acxjd rules near the 'auto 1fr' comment in the main block","cr-cc-styles census: 15 of 67 font declarations are under 10px. The pin's 'Serving' role label (.pin .t .nm .rl) is still font:800 7px - the exact value CR-COM-015 flagged on 10 Aug - under a 19px serif name; the contacts grid keys (.ct .k, 'Bill to'/'Homeowner'/'Site contact' - the payer/occupant/contact distinction the business runs on) are 7.5px; .sheet .lh .for ('Bid goes to · for approval') is 8px. Compare the retail Job Details card 795 (.acxjd): label column font:600 13.5px sentence-case, value 700 13.5px, 52px rows, zero microcaps - the pattern Theo stopped changing.","Adopt the 795 anatomy for Partner & Property and the contacts grid: label left / value right at 13-13.5px. Where microcaps stay (facts strip), floor them at 9.5px. The one distinction a rep must never miss - who is billed vs who lives there - should not be the smallest text on the card."
P2,,com-des-09,Community CRM — visual & interaction design at build 965 (hu,consistency,confirmed,"Three greens and a rule-breaking blue: the sage cream-era pair lives on inside New Bid and the dialogs, and 886's Dispatched chip reintroduced blue","index.html <style id=""cr-nbid-styles""> (.primary, :focus, .rule), <style id=""cr-cpartners-styles"">/<style id=""cr-cct-styles""> buttons, <style id=""cr-cc-styles""> .ccwo-st.disp","#4a8c5a appears 21 times and #3d7a4c 10 times (cr-nbid primary buttons, focus rings, the .rule divider; every cr-cp/cr-cct button) beside the ccm emerald #34D399/#047857 - two green systems on one journey, and the New Bid primary is white 10.5px/800 on #4a8c5a = 4.05:1, under the 4.5 small-text floor (disabled state #8ba892 = 2.59:1). Meanwhile cr-cc-styles' own banner and the 802 log state 'one green, zero blue' for Community - and the 886 crew-WO chip is .ccwo-st.disp{color:#7fb4ff;border-color:#2b4a70}: blue, on the black card.","Map sage -> var(--ccm-ac)/var(--ccm-washln) with --ccm-onac ink (fixes the 4.05:1 as a side effect), and give Dispatched the neutral chip or the amber --warn treatment the module already owns - 'dispatched' is a waiting state, exactly what amber means here."
P2,,com-des-11,Community CRM — visual & interaction design at build 965 (hu,design,confirmed,Money and stage moves on the card run through native prompt()/confirm() dialogs - the only CRM whose money entry is a browser prompt,"index.html <script id=""cr-cc-script""> ccDoAct() 'logsub' prompt and the four confirm() arms; contrast with ocStep1/ocStep2 in the same block","ccDoAct: 'logsub' collects the submitted dollar amount via window.prompt('Bid submitted to the partner - dollar amount...') with blank-to-clear semantics explained only in the prompt text; 'submitted'/'won'/'schedule'/'invoice' each run window.confirm. Retail/insurance money paths (payments, draws, estimates) use styled forms with validation; the outcome step (cc-oc) proves this module can do a proper two-step form - it exists twenty lines away.","Fold 'Log submitted' into the existing outcome-step pattern (one field, Save/Back) and replace the confirms with the .doits two-button idiom the thread already uses - the card's own components, no new mechanism."
P2,,com-des-12,Community CRM — visual & interaction design at build 965 (hu,design,confirmed,"Pin hierarchy: the money is unlabeled, the payer is truncated to 'City of' in the last cell, and the deadline weighs the same as 'Work'","index.html <script id=""cr-cc-script""> renderInner() pin template and shortOrg(); <style id=""cr-cc-styles""> .pin .facts, .amt small (dead)","renderInner writes '<span class=""amt""><b>'+usd(amt)+'</b></span>' - no caption; the .amt small style (7.5px uppercase) exists in cr-cc-styles but is never rendered, so a 20px green number floats unexplained (is it priced? submitted? awarded?). The payer - the party Community exists to bill - is the 4th of 4 facts cells through shortOrg(), which yields 'City of' for 'City of Dayton' ('Community' for 'Community Action...'), full name hover-only via title on a touch device. Due/Stage/Work/Bill-to all share the same 9.5px-label/16px-value weight; nothing on the strip says which of the four runs the business.","Render the amt caption from state ('Priced' / 'Submitted' / 'Awarded' - threadHtml already knows), let Bill-to keep its green .b accent but give it first position and an ellipsis instead of shortOrg's word-chop, and make the Due cell the .hot amber whenever <=3d (already partially there) so weight matches importance: payer, money, deadline, then work type."
P2,,com-obs-11,Community CRM - history and redesign diagnosis,data-integrity,probable,The data starves the screens and the screens starved the data - the em-dash feeling is circular,"Live DB findings recorded in CR_COMMUNITY_AUDIT_2026-08.md, cardinal_build_log.md builds 706/710/802, OPEN_ITEMS.md post-714 notes","Every DB check in the record points one way: 16/16 jobs at Lead for months (710), 0 properties ever created (706 note: 'nobody has ever been able to add one'), 0 community_contacts rows, renter fields and homeowner emails empty on ALL 16 live jobs ('that suggests the form is being skipped or worked around' - OPEN_ITEMS after 714), partner names baked into projects.name ('Zulema Hall - Habitat for Humanity', DB-verified at 802), and 2 jobs with their funder recorded only in the dead 'partner' string. Build 802's own conclusion: the card 'was faithfully showing what's actually stored' - Win/Awarded/Owed read as dashes on every partner because nothing had ever been decided. A redesign over this record can only ever look like dashes and 'No partner recorded'; and the capture friction (unreachable property module pre-706, the never-firing renter display pre-706, the bid that could not be marked submitted pre-710) is why the record is this thin.","Pair the next code change with a one-time data-repair session with Theo: backfill partner_id+name on all live jobs, strip the partner suffix out of projects.name at source (802 only masked it on one card), create the real properties, and advance the stages to truth. Then watch whether the forms fill - if renter/email fields stay empty, shorten the form rather than redesigning the display again."
P2,,com965-10,"Community CRM (hub cr-ch2, black card cr-cc, New Bid cr-nbid",data-integrity,confirmed,"CR-COM-009 PARTIAL: referral now rebinds billing, but 'Funded by' on the Awarded step still doesn't — and its captured partner id is silently dropped","index.html <script id=""cr-cc-script"">: ocSave() awarded branch (lp.funded_by only) vs referred branch; ocPartnerField/ocWire funded_id capture","ocSave at 965: the 'referred' kind now writes `lp.partner_name = to; if(oc.referred_id) lp.partner_id = oc.referred_id` — the audit's ask, done. But the 'awarded' kind still writes `lp.funded_by` only; picking a different funder at award time leaves Bill to / partner_id / the bid-email target on the old partner while the thread says 'funded by X'. The UI even captures the roster id (ocPartnerField('Funded by','funded_by','funded_id') and ocWire's sel handler sets oc.funded_id) — and ocSave never reads oc.funded_id. Half-wired by inspection.","Mirror the referred branch: when funded_by differs from partner_name, offer 'also make them the bill-to' and write partner_name/partner_id from the already-captured funded_id."
P2,,com965-12,"Community CRM (hub cr-ch2, black card cr-cc, New Bid cr-nbid",consistency,confirmed,"CR-COM-015/016 PARTIAL: three role vocabularies persist (Serving / Homeowner / Work for), role labels are still 7–8px, and a renter's occupant is still titled 'Homeowner'","index.html <style id=""cr-cc-styles"">: .pin .t .nm .rl (7px), .ct .k (7.5px), .sheet .lh .for (8px); <script id=""cr-cc-script"">: contactsHtml() fixed 'Homeowner' label vs l.renter_name","At 965 the pin says 'Serving' (.rl, font:800 7px), the contacts card says 'Homeowner' (.ct .k, font:800 7.5px), the bid sheet says 'Work for X' (.lh .for 'Bid goes to · for approval' at 8px), and the hub uses 'Bill to'/'Serving' (.cc-idp .k, 8px) and a 'Homeowner' column — the payer/occupant/contact distinction the business runs on is still the smallest type on every screen. contactsHtml() always labels the occupant 'Homeowner' — l.renter_name changes nothing there; the renter renders only as a small line under the Property row (706's display half). The 714 fix did close the self-contradiction half: contactsHtml now reads homeownerOf(), the shared resolver, so 'Serving' and 'Homeowner' can no longer disagree about the same person.","Pick one word set (Bill to / Occupant / Site contact), title the occupant 'Renter' when renter_name exists or the partner is a property manager, and raise role labels to ≥10px — they are the card's most load-bearing text."
P2,createdby,ret-02,Retail client workflow end-to-end: lead capture → client lis,data-integrity,confirmed,Client Directory 'Assigned To' filter and card rep line still read created_by — the defect class 931/934 eliminated elsewhere and asserted at zero,"index.html — cdReps(), cdMatch(), cdCardHtml() `.cd-rep`, and the two `label:'Assigned To'` group builders inside renderClientDirectory()'s script; also rptStale renderer and projCardHtml()","In the directory script: `cdReps()` builds its list from `rptRepName(pr.created_by)`; `cdMatch()` filters `rs.indexOf(rptRepName(pr.created_by||''))`; `cdCardHtml()` renders `<span class=""cd-rep"">`+rptRepName(pr.created_by); the rail and phone sheet both label the group `label:'Assigned To'`. Meanwhile `ljRepLabel()`/`ljAssignedEmail()` (built at 931 to mirror project_assigned_rep()) exist ~6,300 lines earlier and are used by Leads & Jobs and cr-kphome (934: 'Asserted file-wide: zero screens still print the creator as the rep' — this screen escaped the sweep, likely because it spells `pr.created_by` not `p.created_by`). 931's own measurement: 3 of 39 production rows diverge, and they diverge in exactly the handed-off/unassigned case the label exists for. Same leftover in `rptStale` ('N days untouched' chase list: `rptRepName(p.created_by)`) and `projCardHtml`.","Point all five directory sites at ljRepLabel()/ljAssignedEmail() (typeof-guarded, as 934 did for cr-kphome), add an Unassigned entry to the directory's Assigned To facet to match the Leads & Jobs bucket, and re-run the file-wide zero-creator-as-rep assertion including the `pr.` spelling."
P2,createdby,rep-05,"Sales rep's world + Theo's owner tools (lead capture, Leads ",data-integrity,confirmed,"Reports and the digest still attribute work to created_by — the stale list, Rep filter, Reps leaderboard and digest grouping will all credit Joan for leads she takes and hands to reps","index.html: rptStale map in renderRptReps(), rptFilteredProjects(), openReportsView() rep dropdown, renderRptReps() grouping; api/digest.js byRep/staleByRep","Build 934 asserted 'zero screens still print the creator as the rep', but: the Stale-leads rows render rptRepName(p.created_by); rptFilteredProjects() filters `(pr.created_by||'') !== rep`; openReportsView() builds the Rep dropdown from pr.created_by; renderRptReps() groups `var e = p.created_by`; and api/digest.js groups appointments and stale estimates by `a.created_by || ADMIN` — so an initial appointment Joan books while creating a lead assigned to Nick lands in JOAN's morning email, not Nick's. The 932 intake flow (admin creates → assigns) makes creator≠owner the normal case going forward, and ljRepLabel/ljAssignedEmail already exist as the correct single resolver.","Route the Reports rep filter/leaderboard/stale list through ljRepLabel()/ljAssignedEmail() (falling back to created_by for legacy rows), and have the digest attribute appointments to the project's assigned rep when one exists."
P2,,est-03,Money pipeline: estimate → send → contract/agreement → signa,usability,confirmed,"One Publish tap is a chain of 2–3 blocking native dialogs, one landing over a different screen","index.html — handleSave() in <script id=""cr-est-script"">; handlePublishClick() in <script id=""cr-epub-script"">; hookPublish() in <script id=""cr-ess-script"">; shareBtn/emailDocBtn handlers near 'ensureShareToken'","Traced sequence: Publish → handleSave alerts 'Estimate saved as EST-… Total: …' (blocking, mid-publish — the waitForEditorClose poll can't resolve until it's dismissed) → document editor opens → ~900ms later cr-ess confirm 'Estimate published. Mark it as Sent?' pops over the just-opened document editor → toast. Emailing adds prompt() for the address and confirm('Sent. Schedule a follow-up reminder in 3 days?'). Share link uses prompt() to display the URL. Also: when save validation fails (no title), the immediate 'Give the estimate a title' alert is followed by 9 silent seconds of 'Publishing…' before a second alert says nothing was published.","Suppress the save-success alert when the save was triggered by Publish/→Contract (pass a flag or use the existing toast), fold 'Mark as Sent?' into one post-publish summary toast/sheet with actions (Sent ✓ · pipeline moved · Email it · Share link), and skip the 9s wait when handleSave has already alerted a validation failure."
P2,,est-04,Money pipeline: estimate → send → contract/agreement → signa,data-integrity,confirmed,Worksheet 'Amount Collected' stays live on jobs where collections are the source of truth — two disagreeing numbers on one profile,"index.html — renderWorksheet() ('wsMount', '.wspaid') vs jobFinance() collections override (comment '721 (CR-AUD-003/004 residue)') in the main block","jobFinance(): `if(collPaid[pr.id] !== undefined) paid = collPaid[pr.id]` (721 comment: collections are 'the single source of truth for what has been paid'). But renderWorksheet() still renders an editable `.wspaid` input on every signed contract row and computes that row's 'Remaining' from the WORKSHEET value (`paid = Number((ws[r.id]||{}).paid)`), with no guard on collections existing. On a job with collections, typing a payment there changes the row's Remaining but not Balance Due / the invoice figures, and the two can permanently disagree on the same screen.","When collPaid[pr.id] is defined, render the worksheet rows read-only from collections (or hide the input) with one line: 'Payments are logged on Money In & Commissions'. The 721 rule made the math honest; the UI still offers the retired entry point."
P2,,est-05,Money pipeline: estimate → send → contract/agreement → signa,bug,confirmed,doc_id and contract_doc_id write-backs after publishing still swallow errors; status:'sent' is fixed,"index.html — publish() in <script id=""cr-epub-script""> (doc_id catch); generate() in <script id=""cr-e2c-script""> (contract_doc_id catch); hookPublish() in <script id=""cr-ess-script""> (the fixed site). Cross-ref: estimates_update_policy.sql comment lists both sites","At 965: cr-epub publish() wraps `.update({ doc_id: docId })` in `try{...}catch(_){}`; cr-e2c generate() wraps `.update({ contract_doc_id: docId })` in `try{...}catch(_){ /* column may not exist yet — non-fatal */ }`. The third site named in CLAUDE.md's known-cost note is REPAIRED: cr-ess hookPublish now does `.update({status:'sent'}).select('id,status')`, throws on error/zero rows, and alerts 'Could not mark it Sent…' (780). A lost doc_id makes the next Publish create a second document instead of updating (`if(est.doc_id && !opts.forceNew)`), and hookPublish's doc_id poll then never confirms — the Sent prompt silently never appears.","Match the 780 pattern: `.select('id')`, and on failure report() + toast ('Document created but the estimate link didn't save — republishing will make a duplicate'). Update CLAUDE.md's known-cost note to say status:'sent' is fixed, so the next audit doesn't re-derive it."
P2,,est-06,Money pipeline: estimate → send → contract/agreement → signa,bug,confirmed,"Buyer signature records, but the Approved stage-move and signed_at write can fail silently","index.html — sigApply click handler (anchor: comment '781: an agreement's own slot, chosen above' and 'Only the BUYER accepting is the deal being struck') in the document-editor block","sigApply's [data-sig] branch: after painting the PNG and saveCurrent(), the block `if(_who === 'buyer'){ await db.update(current.id,{signed_at:_sAt}); ... await setStage(current.project_id,'Approved'); }` sits inside `try{...}catch(_e){}` and the 'Signed — buyer' toast fires regardless. The legacy footer path has the same `}catch(e){}`. A failed signed_at write means jobFinance never counts the contract (it filters `signed_at && Number(r.total)>0`) — the client signed at the kitchen table and Job Value stays $0 with nothing saying why.","On catch, showError('Signature saved on the document, but the job did not move to Approved — check your connection and re-open the contract'); the signature image itself is already safe via saveCurrent()."
P2,,est-07,Money pipeline: estimate → send → contract/agreement → signa,usability,probable,Estimate editor's action bar overflows a phone and hides Save/Publish behind an unannounced sideways scroll,"index.html — <style id=""cr-est-styles""> .cr-est-head; mobile patch in cr-nvl-styles (anchor 'cr-est-head{max-width:100vw')",".cr-est-head is a no-wrap flex row that on a saved estimate holds Cancel, Delete, estimate number, title, → Contract, Preview, Publish, Save — at 10px/6-12px padding that sums well past 390px, and cr-nvl-styles patches it with `.cr-est-head{max-width:100vw}` + `{overflow-x:auto;overscroll-behavior-x:contain}` — i.e. the shipped answer is a horizontally scrollable button bar. Save (the primary action, last in DOM) starts off-screen right; nothing signals the bar scrolls. Not rendered — widths computed from the CSS, and the overflow-x rule is itself evidence the overflow is real.","On ≤560px move Save/Publish/→ Contract into a fixed bottom action bar inside #cr-est-view (the app already builds these — #cr-pae-actionbar is the pattern), leaving Cancel/Delete/title in the header."
P2,,fail-empty-05,Client-facing presentation suite — Showcase/Walk/Hall of Fam,usability,confirmed,"On the presentation surfaces a failed load is indistinguishable from an empty library: a DB error renders 'Theo hasn't added any transformations yet' and a signing failure renders blank image cards, in front of the customer","index.html <script id=""cr-show-script""> — load(), loadWork(), loadWalks(), sign(), renderEmpty(), renderWork() empty branch, renderWalkList() empty branch","load(): `if(r.error){ pairs = []; loaded = true; return; }` — the error branch produces exactly the empty state; loadWork()/loadWalks() same shape (`(r && !r.error && r.data) ? r.data : []`); sign() catch sets signed = {} so src()/srcD() return '' and every <img src=""""> paints nothing with no message and no retry. On flaky kitchen-table wifi the company's portfolio reads as nonexistent. The Visualizer, by contrast, names its failures ('Could not queue it — …'), which is the standard the same suite already sets.","Keep the error on a state flag and render a distinct 'Couldn't load — tap to retry' card (Visualizer voice); while there, soften the customer-visible empty copy — 'Theo hasn't added any yet' is office voice on a customer screen."
P2,,fr-01,First-run learnability — fresh-eyes persona lens (Curtis/pro,bug,probable,Quick Inspection resume is unreachable — the only surviving entry deletes the saved session,"index.html — cr-lr-script (build()/wire()/qiResume), main block: qiFreshStart(), openQuickInsp(), navMenu handler branch nav === 'quickinsp'","openQuickInsp(allowResume) has exactly 3 callers: qiFreshStart() passes false and first runs localStorage.removeItem('qi_session'); the old #landQuick listener (openQuickInsp(true)) is attached to a node destroyed when cr-lr-script's build() replaces #landingView.innerHTML; the landing wire() handles data-go=""qi"" but zero elements with data-go=""qi"" exist in the file (grep: 0 matches). qiResume() in cr-lr-script is defined and never called. Build 862's changelog says QI 'is still in the menu', but the menu row (data-nav=""quickinsp"") routes to qiFreshStart(), whose own comment says 'menu entry always begins a brand-new inspection' — written when the landing tile still offered resume.","Make the menu entry resume-aware: if qi_session exists, offer 'Resume <name> — N photos saved / Start fresh' before wiping. The resume machinery (qiRestore, the 'Resumed your inspection' bubble) is fully built and merely unreachable — this is the prime doctrine's buried-feature class."
P2,,fwd-03,Feature gaps & revamp opportunities (forward-looking lens) —,dead-end,confirmed,The client-facing Vision suite is built but essentially unstocked,DB showcase_pairs/workmanship_pairs/walks/walk_shots/studio_tray; cr-show-script pair-builder; studio.html tray,"Live DB: showcase_pairs 1 row, workmanship_pairs 1, studio_tray 0, walks 0, walk_shots 0 — against studio_photos 60,502 and companycam_photos 60,485. The kitchen-table suite (574-593: Showcase, Hall of Fame, The Walk, Showroom mode) has almost nothing to show a customer, and OPEN_ITEMS' Studio-to-Showcase seam (627-629) has never carried a photo to a shipped pair.","A stocking workflow, not new UI: a Spark-side batch that nominates before/after candidate pairs from studio_photos tags and pushes them into studio_tray for human curation through the existing admin paths — the Spark stays offline-only (fence respected), and Theo curates rather than hunts."
P2,,fwd-04,Feature gaps & revamp opportunities (forward-looking lens) —,usability,confirmed,The morning digest chases estimates only — every other chase signal stays silent until opened,api/digest.js (three sections only); index.html rptStale in renderReports; Unassigned bucket (build 931),"api/digest.js sends today's appointments, sent-estimates stale 5+ days (build 784), and owner reminders — nothing else. The 14-day stale-lead list exists but only inside Reports (rptStale, computed on open), community due bands only inside the hub, and unassigned leads only in the 931 bucket. Live DB: 37/55 projects at Lead (only 1 untouched >14 days, so concentration more than neglect — but nothing surfaces the concentration either).","Extend digest.js into the one morning chase list: community bids due/overdue, check-backs, unassigned leads, stale leads. All queries already exist in front-end form; this is a transplant, size S."
P2,,fwd-05,Feature gaps & revamp opportunities (forward-looking lens) —,usability,confirmed,No client-facing SMS exists — the Twilio rail texts staff only,api/notify.js (team_profiles query); index.html sendReviewRequest (sms: URL); builds 874/875/902,"api/notify.js (874) resolves recipients exclusively from team_profiles phones; the only client-bound text in the app is sendReviewRequest's device-native `location.href='sms:...'`. No appointment reminder, no on-the-way message. Yet the A2P 10DLC compliance pages already shipped public (builds 902-903) and the 875 test button reads channel status — the platform groundwork is done, pending Theo's config per OPEN_ITEMS 17 Aug.","Once A2P clears: day-before appointment reminders (cron beside digest.js), an 'on the way' tap from the Magnet Board, and server-sent review asks — with an explicit consent field on the client record before any send."
P2,,fwd-06,Feature gaps & revamp opportunities (forward-looking lens) —,usability,confirmed,The review loop is half-built: follow-up copy exists but nothing ever sends it,index.html reviewMsg / sendReviewRequest / rvLeftSwitch / rptReviews scoreboard,"reviewMsg(pr, followup) carries a written follow-up variant, and sendReviewRequest stamps review_requested_at — but no code path ever schedules or triggers the follow-up; it only fires if a human manually re-taps after the first ask. review_left_at is a manual toggle (rvLeftSwitch). The Reports scoreboard tracks asked/got/conversion, so the funnel is measured but never worked automatically.","Schedule the existing follow-up N days after review_requested_at where review_left_at is empty — email via the digest rail now, SMS when Twilio clears. Size S; the copy and the fields already exist."
P2,,fwd-07,Feature gaps & revamp opportunities (forward-looking lens) —,consistency,probable,Two pipelines for the same concept: a rep draw can be logged in `draws` or in the Owner Console Ledger,index.html commissions module (from('draws') insert/update sites); owner_ledger_schema.sql / build log 899,"index.html writes sb.from('draws').insert/.update at multiple sites in the commissions module (net payout = commissions minus draws, per the table's own comment), while build 899's owner_ledger takes kind='draw' accounts described as 'sales draws advanced to reps... built to later recoup from commissions'. Both tables are empty today, so the fork costs nothing yet — the first real draw logged in the wrong one starts a permanent reconciliation problem.","Pick one before data arrives: either the Ledger's draw kind writes a draws row under the hood, or the Ledger drops kind='draw' and links to the commissions view. One pipeline per concept is this project's own rule."
P2,,fwd-08,Feature gaps & revamp opportunities (forward-looking lens) —,data-integrity,confirmed,"17 of 55 clients have no CRM classification, polluting every per-portal view and report","DB projects.checklist.lead.claim_type; index.html client_portals module (CardinalPortal, module banner)","Live DB: checklist.lead.claim_type is null/absent on 17 of 55 projects (12 of them at Lead). The client_portals module banner states the design — 'Unclassified clients show to everyone until someone types them, so nothing can silently disappear' — which is correct as a safety net but means per-CRM lists, portal-scoped menus (953-955), and CRM-filtered reports all run over a third-dirty key.",A 'needs sorting' counter chip on the client list with a one-tap classify action (retail/insurance/community). The safety-net behavior stays; the backlog becomes visible and workable.
P2,grip44,vis-03,"Visual system app-wide at build 965 — theming, typography, c",usability,confirmed,"Crew Dispatch / Magnet Board controls added after the 944 touch pass sit under the 44px floor: the 958 move grip lands at 33x33, the 913 map/rain buttons at roughly 30px tall","index.html — cr-disp-styles: '#cr-disp .job .mv' + its ::after (958 comment block), '#cr-disp .dspmapbtn', '#cr-disp .dsprain' (913); cr-touch44-styles has no #cr-disp entries","#cr-disp .job .mv{width:15px;height:15px} with ::after{inset:-9px} = 15+9+9 = 33px effective hit area — the comment says 'a hit area far larger than it looks' but it is 11px under the floor 944 established app-wide. #cr-disp .dspmapbtn and .dsprain: padding:6px 14px/13px + font:700 12px + 1px borders ≈ 28-30px tall, no min-height anywhere (grepped). cr-touch44-styles contains no #cr-disp group (its selector list read in full). The board is production's tool — Curtis drives it, often on a tablet/phone. Contrast of the grip itself was measured at author time (6.70:1) — only the hit area was missed.","Extend cr-touch44-styles with a '#cr-disp' group in the sheet's own convention (measured was-sizes in comments): widen the grip's ::after pad to inset:-15px (44px reach; check magnet density for overlap — if two grips would collide, pad asymmetrically toward the title row's empty side), and floor .dspmapbtn/.dsprain at min-height:44px."
P2,habitat,com-bug-08,Community CRM - history and redesign diagnosis,consistency,confirmed,The New Bid partner picker - the journey's required first field - still reads the raw roster and ignores Habitat-first,index.html cr-nbid-script functions loadPartners and loadPropertiesFor,"Confirmed at 965: cr-nbid-script loadPartners() still consumes 'await window.CardinalCommunityPartners.load()' (the raw path - so a confidential partner's real NAME still renders in the payer select, CR-COM-014, bounded to name+type since 712/714) and sorts by plain localeCompare - so Habitat, the load-bearing first-sort partner ('annual joint TV commercial', CLAUDE.md), lands mid-list in the one picker every bid must pass through. The 684 census found the Habitat-first rule holding in only 3 of 12 community partner lists (CR-COM-023). Adjacent: loadPropertiesFor still prefers forPartner/byPartner before list - OPEN_ITEMS records the property dropdown never rendering, consistent with 0 properties ever created.","Route the picker through list() (masked, and the right seam for a shared /habitat/i pin), pin Habitat first in one shared sorter all 12 lists call, and verify which property export actually exists so partners with properties stop getting the free-text fallback."
P2,habitat,com-des-08,Community CRM — visual & interaction design at build 965 (hu,consistency,confirmed,Habitat-first still fails in the journey's required first field - the New Bid partner select is plain alphabetical,"index.html <script id=""cr-nbid-script""> loadPartners() sort; <script id=""cr-cc-script""> ocPartners() (the compliant pattern to copy)","cr-nbid loadPartners(): filtered.sort((a,b)=>String(a.name).localeCompare(String(b.name))) feeds the required Partner select. The file's single /habitat/i pin lives in cr-cc-script's ocPartners() (the outcome step). cr-cpartners' directory orders by partner_type then name from the DB. CLAUDE.md fences 'Habitat sorts first in every partner list' as load-bearing (the annual-TV-commercial partner doing most community volume); CR-COM-023 counted 3 of 12 compliant at 684 and the entry-point picker is still not one of them.",Lift ocPartners()'s two-line /habitat/i comparator into a shared helper on window.CardinalCommunityPartners and use it in the New Bid select and the directory groups.
P2,hub-doors,com965-11,"Community CRM (hub cr-ch2, black card cr-cc, New Bid cr-nbid",usability,confirmed,"CR-COM-022 PARTIAL: 'Open bids' still counts every community job ever, and the 'Waiting on you' rows still look tappable with no handler","index.html <script id=""cr-ch2-script"">: kpi (d.all.length), queue() data-q rows, wire() handler census; <style id=""cr-ch2-styles"">: .cc-prow{cursor:pointer}","KPI strip at 965: `'Open bids' + d.all.length` where d.all = projects() with no stage filter — Closed and Lost jobs count as open bids forever (it will read 15 until a job is deleted). The headline row is otherwise improved (Out for decision $, Parked $, Awarded $, Due ≤7 are distinct figures) and 'Due soon' now counts Leads only. The queue() rows ('Chase a decision', 'Get on the calendar', 'Invoice the partner') render as .cc-prow with data-q=""1""; .cc-prow carries cursor:pointer and wire() handles [data-open], [data-go], [data-cl] — nothing handles [data-q]. Same row style as the partner rows beside them that DO navigate.",'Open bids' = Lead+Prospect+OnHold count (analytics' OPEN map already defines it); make each queue row open the All-bids table pre-filtered to its stage — the chState.sets filter mechanism already exists.
P2,hub-doors,com-des-06,Community CRM — visual & interaction design at build 965 (hu,usability,confirmed,"The hub's Monday to-do ('Waiting on you') is inert rows, one tab away from the opening pane, with unlabeled aggregate money","index.html <script id=""cr-ch2-script""> queue() and wire(); .cc-prow cursor rule in <style id=""cr-ch2-styles"">","queue() emits '<div class=""cc-prow"" data-q=""1"">' - data-q has NO handler anywhere (wire() binds [data-open]/[data-go]/[data-cl] only; the only data-q selector in the file belongs to a different module's search input), yet .cc-prow carries cursor:pointer and is visually identical to the tappable partner rows beside it. The fold lives on the Bids pane while the hub opens on Clients (711, Theo's pick), and its right-hand figure is a bare usd() sum with no label. CR-COM-022's dead-affordance half, still live at 965.","Make each queue row a real row: one row per job (name + chip + amount), data-open into the card - the exact .pbids .brow pattern partnerCard already has. Then surface a compact 'Waiting on you' strip above the table on the Clients pane too, so the opening screen answers 'what do I do today' and not only 'what exists'."
P2,hub-doors,com-des-07,Community CRM — visual & interaction design at build 965 (hu,content,confirmed,"KPI strip mislabels its lead number: 'Open bids' counts every community job ever, including Lost and Closed","index.html <script id=""cr-ch2-script""> compute() (all:all) and the kpi template ('Open bids')","kpi renders d.all.length under 'Open bids'; d.all = projects() = cacheProjects filtered only by projClaimType(pr)==='community' - no stage filter anywhere in compute(). A job marked Lost or Closed still increments it, so the number can only ever grow (the Aug-10 audit's 'it will read 16 forever'). The strip also mixes units without saying so: Open bids (count), Out for decision ($), Parked ($), Awarded ($), Due <=7 days (count).",Either filter to live stages (Lead/Prospect/OnHold/Approved/Scheduled/Completed) or relabel 'All community jobs'. A dashboard number that cannot go down teaches people to stop reading the dashboard.
